	label	decision_function	pmid	sentence_pos	text	title
10	0	-0.7866	25847936	0.07692	We conducted a single-arm phase II clinical trial of single-agent platinum for mTNBC with biomarker correlates.	TBCRC009: A Multicenter Phase II Clinical Trial of Platinum Monotherapy With Biomarker Assessment in Metastatic Triple-Negative Breast Cancer.
11	0	-3.067	25847936	0.1538	PATIENTS AND METHODS: Patients with mTNBC received first- or second-line cisplatin (75 mg/m(2)) or carboplatin (area under the concentration-time curve 6) by physician's choice once every 3 weeks.	TBCRC009: A Multicenter Phase II Clinical Trial of Platinum Monotherapy With Biomarker Assessment in Metastatic Triple-Negative Breast Cancer.
12	0	-0.2228	25847936	0.2308	Coprimary end points were objective response rate (RR) and response prediction by p63/p73 gene expression.	TBCRC009: A Multicenter Phase II Clinical Trial of Platinum Monotherapy With Biomarker Assessment in Metastatic Triple-Negative Breast Cancer.
13	0	-1.628	25847936	0.3077	Secondary and exploratory end points included toxicity assessment, RR in cisplatin versus carboplatin, and RR in molecularly defined subgroups, including BRCA1/2 mutation carriers.	TBCRC009: A Multicenter Phase II Clinical Trial of Platinum Monotherapy With Biomarker Assessment in Metastatic Triple-Negative Breast Cancer.
14	0	-1.358	25847936	0.3846	RESULTS: Patients (N = 86; 69 as first-line therapy) received cisplatin (n = 43) or carboplatin (n = 43).	TBCRC009: A Multicenter Phase II Clinical Trial of Platinum Monotherapy With Biomarker Assessment in Metastatic Triple-Negative Breast Cancer.
15	1	0.6533	25847936	0.4615	RR was 25.6% (95% CI, 16.8% to 36%) and was numerically higher with cisplatin (32.6%) than with carboplatin (18.7%).	TBCRC009: A Multicenter Phase II Clinical Trial of Platinum Monotherapy With Biomarker Assessment in Metastatic Triple-Negative Breast Cancer.
16	1	0.8403	25847936	0.5385	RR was 54.5% in patients with germline BRCA1/2 mutations (n = 11).	TBCRC009: A Multicenter Phase II Clinical Trial of Platinum Monotherapy With Biomarker Assessment in Metastatic Triple-Negative Breast Cancer.
17	0	-0.2794	25847936	0.6154	In patients without BRCA1/2 mutations (n = 66), exploratory analyses showed that a BRCA-like genomic instability signature (n = 32) discriminated responding and nonresponding tumors (mean homologous recombination deficiency-loss of heterozygosity/homologous recombination deficiency-large-scale state transitions [HRD-LOH/HRD-LST] scores were 12.68 and 5.11, respectively), whereas predefined analysis by p63/p73 expression status (n = 61), p53 and PIK3CA mutation status (n = 53), or PAM50 gene expression subtype (n = 55) did not.	TBCRC009: A Multicenter Phase II Clinical Trial of Platinum Monotherapy With Biomarker Assessment in Metastatic Triple-Negative Breast Cancer.
18	1	0.462	25847936	0.6923	Five of the six long-term responders alive at a median of 4.5 years lacked germline BRCA1/2 mutations, and two of them had increased tumor HRD-LOH/HRD-LST scores.	TBCRC009: A Multicenter Phase II Clinical Trial of Platinum Monotherapy With Biomarker Assessment in Metastatic Triple-Negative Breast Cancer.
19	0	-0.5991	25847936	0.7692	CONCLUSION: Platinum agents are active in mTNBC, especially in patients with germline BRCA1/2 mutations.	TBCRC009: A Multicenter Phase II Clinical Trial of Platinum Monotherapy With Biomarker Assessment in Metastatic Triple-Negative Breast Cancer.
20	0	-0.4277	25847936	0.8462	A measure of tumor DNA repair function may identify patients without mutations who could benefit from platinum therapy agents.	TBCRC009: A Multicenter Phase II Clinical Trial of Platinum Monotherapy With Biomarker Assessment in Metastatic Triple-Negative Breast Cancer.
21	0	-1.096	25847936	0.9231	Prospective controlled confirmatory trials are warranted.	TBCRC009: A Multicenter Phase II Clinical Trial of Platinum Monotherapy With Biomarker Assessment in Metastatic Triple-Negative Breast Cancer.
22	0	-0.1162	25544636	0	In PTEN-mutated tumors, we show that PI3Kalpha activity is suppressed and PI3K signaling is driven by PI3Kbeta.	Feedback suppression of PI3Kalpha signaling in PTEN-mutated tumors is relieved by selective inhibition of PI3Kbeta.
23	0	-0.6151	25544636	0.1667	A selective inhibitor of PI3Kbeta inhibits the Akt/mTOR pathway in these tumors but not in those driven by receptor tyrosine kinases.	Feedback suppression of PI3Kalpha signaling in PTEN-mutated tumors is relieved by selective inhibition of PI3Kbeta.
24	0	-0.4685	25544636	0.3333	However, inhibition of PI3Kbeta only transiently inhibits Akt/mTOR signaling because it relieves feedback inhibition of IGF1R and other receptors and thus causes activation of PI3Kalpha and a rebound in downstream signaling.	Feedback suppression of PI3Kalpha signaling in PTEN-mutated tumors is relieved by selective inhibition of PI3Kbeta.
25	0	-0.07577	25544636	0.5	This rebound is suppressed and tumor growth inhibition enhanced with combined inhibition of PI3Kalpha and PI3Kbeta.	Feedback suppression of PI3Kalpha signaling in PTEN-mutated tumors is relieved by selective inhibition of PI3Kbeta.
26	0	-0.2669	25544636	0.6667	In PTEN-deficient models of prostate cancer, this effective inhibition of PI3K causes marked activation of androgen receptor activity.	Feedback suppression of PI3Kalpha signaling in PTEN-mutated tumors is relieved by selective inhibition of PI3Kbeta.
27	0	-0.529	25544636	0.8333	Combined inhibition of both PI3K isoforms and androgen receptor results in major tumor regressions.	Feedback suppression of PI3Kalpha signaling in PTEN-mutated tumors is relieved by selective inhibition of PI3Kbeta.
28	0	-1.913	16489069	0	To investigate the clinical value of somatic TP53 mutations in breast cancer, we assembled clinical and molecular data on 1,794 women with primary breast cancer with long-term follow-up and whose tumor has been screened for mutation in exons 5 to 8 of TP53 by gene sequencing.	The clinical value of somatic TP53 gene mutations in 1,794 patients with breast cancer.
29	1	0.5533	16489069	0.125	TP53 mutations were more frequent in tumors of ductal and medullar types, aggressive phenotype (high grade, large size, node positive cases, and low hormone receptor content) and in women <60 years old.	The clinical value of somatic TP53 gene mutations in 1,794 patients with breast cancer.
30	1	0.2561	16489069	0.25	TP53 mutations within exons 5 to 8 conferred an elevated risk of breast cancer-specific death of 2.27 (relative risk >10 years; P < 0.0001) compared with patients with no such mutation.	The clinical value of somatic TP53 gene mutations in 1,794 patients with breast cancer.
31	0	-1.064	16489069	0.375	The prognostic value of TP53 mutation was independent of tumor size, node status, and hormone receptor content, confirming and reconciling previous findings in smaller series.	The clinical value of somatic TP53 gene mutations in 1,794 patients with breast cancer.
32	1	0.4944	16489069	0.5	Moreover, an interaction between TP53 mutation and progesterone receptor (PR) status was revealed, TP53 mutation combined with the absence of progesterone receptor being associated with the worst prognosis.	The clinical value of somatic TP53 gene mutations in 1,794 patients with breast cancer.
33	0	-0.5514	16489069	0.625	Whereas previous studies have emphasized the fact that missense mutations in the DNA-binding motifs have a worse prognosis than missense mutations outside these motifs, we show that non-missense mutations have prognostic value similar to missense mutations in DNA-binding motifs.	The clinical value of somatic TP53 gene mutations in 1,794 patients with breast cancer.
34	1	0.4241	16489069	0.75	Nonetheless, specific missense mutants (codon 179 and R248W) seem to be associated with an even worse prognosis.	The clinical value of somatic TP53 gene mutations in 1,794 patients with breast cancer.
35	0	-0.7747	16489069	0.875	These results, obtained on the largest series analyzed thus far, show that TP53 mutations identified by gene sequencing have an independent prognostic value in breast cancer and could have potential uses in clinical practice.	The clinical value of somatic TP53 gene mutations in 1,794 patients with breast cancer.
36	0	-1.35	23213094	0	PURPOSE: Foretinib is an oral multikinase inhibitor targeting MET, VEGF, RON, AXL, and TIE-2 receptors.	Phase II and biomarker study of the dual MET/VEGFR2 inhibitor foretinib in patients with papillary renal cell carcinoma.
37	0	-0.3983	23213094	0.09091	Activating mutations or amplifications in MET have been described in patients with papillary renal cell carcinoma (PRCC).	Phase II and biomarker study of the dual MET/VEGFR2 inhibitor foretinib in patients with papillary renal cell carcinoma.
38	0	-1.751	23213094	0.1818	We aimed to evaluate the efficacy and safety of foretinib in patients with PRCC.	Phase II and biomarker study of the dual MET/VEGFR2 inhibitor foretinib in patients with papillary renal cell carcinoma.
39	0	-1.249	23213094	0.2727	PATIENTS AND METHODS: Patients were enrolled onto the study in two cohorts with different dosing schedules of foretinib: cohort A, 240 mg once per day on days 1 through 5 every 14 days (intermittent arm); cohort B, 80 mg daily (daily dosing arm).	Phase II and biomarker study of the dual MET/VEGFR2 inhibitor foretinib in patients with papillary renal cell carcinoma.
40	1	0.6223	23213094	0.3636	Patients were stratified on the basis of MET pathway activation (germline or somatic MET mutation, MET [7q31] amplification, or gain of chromosome 7).	Phase II and biomarker study of the dual MET/VEGFR2 inhibitor foretinib in patients with papillary renal cell carcinoma.
41	0	-0.3308	23213094	0.4545	The primary end point was overall response rate (ORR).	Phase II and biomarker study of the dual MET/VEGFR2 inhibitor foretinib in patients with papillary renal cell carcinoma.
42	0	-0.2527	23213094	0.5455	RESULTS: Overall, 74 patients were enrolled, with 37 in each dosing cohort.	Phase II and biomarker study of the dual MET/VEGFR2 inhibitor foretinib in patients with papillary renal cell carcinoma.
43	1	1.297	23213094	0.6364	ORR by Response Evaluation Criteria in Solid Tumors (RECIST) 1.0 was 13.5%, median progression-free survival was 9.3 months, and median overall survival was not reached.	Phase II and biomarker study of the dual MET/VEGFR2 inhibitor foretinib in patients with papillary renal cell carcinoma.
44	1	0.9909	23213094	0.7273	The presence of a germline MET mutation was highly predictive of a response (five of 10 v five of 57 patients with and without germline MET mutations, respectively).	Phase II and biomarker study of the dual MET/VEGFR2 inhibitor foretinib in patients with papillary renal cell carcinoma.
45	0	-0.8423	23213094	0.8182	The most frequent adverse events of any grade associated with foretinib were fatigue, hypertension, gastrointestinal toxicities, and nonfatal pulmonary emboli.	Phase II and biomarker study of the dual MET/VEGFR2 inhibitor foretinib in patients with papillary renal cell carcinoma.
46	1	0.227	23213094	0.9091	CONCLUSION: Foretinib demonstrated activity in patients with advanced PRCC with a manageable toxicity profile and a high response rate in patients with germline MET mutations.	Phase II and biomarker study of the dual MET/VEGFR2 inhibitor foretinib in patients with papillary renal cell carcinoma.
47	0	-1.515	24782778	0	Patients in whom the standard of care has failed or who have uncommon tumors for which no standard of care exists are often treated with drugs selected based on the physician's best guess.	A practical approach to aid physician interpretation of clinically actionable predictive biomarker results in a multi-platform tumor profiling service.
48	0	-0.9701	24782778	0.1	The rate of success for this method is generally low.	A practical approach to aid physician interpretation of clinically actionable predictive biomarker results in a multi-platform tumor profiling service.
49	0	-2.03	24782778	0.2	With the advent of fast, affordable tumor profiling technologies, and a growth in the understanding of predictive biomarkers, it is now possible to identify drugs potentially associated with clinical benefit for such patients.	A practical approach to aid physician interpretation of clinically actionable predictive biomarker results in a multi-platform tumor profiling service.
50	0	-0.6462	24782778	0.3	We present the Caris approach to evidence-based tumor profiling and two patients with advanced ovarian and prostate cancer in whom standard of care had failed and tumor profiling identified an effective treatment schedule.	A practical approach to aid physician interpretation of clinically actionable predictive biomarker results in a multi-platform tumor profiling service.
51	0	-1.454	24782778	0.4	To establish Caris Molecular Intelligence(TM) (CMI), over 120,000 clinical publications were screened and graded to characterize the predictive value of biomarkers that form the panel of tests.	A practical approach to aid physician interpretation of clinically actionable predictive biomarker results in a multi-platform tumor profiling service.
52	0	-1.483	24782778	0.5	CMI includes multiple technologies to measure changes in proteins, ribonucleic acid, and deoxyribonucleic acid and proprietary software that matches the test results with the published evidence.	A practical approach to aid physician interpretation of clinically actionable predictive biomarker results in a multi-platform tumor profiling service.
53	0	-0.6705	24782778	0.6	The CMI results enable physicians to select drugs that are more likely to benefit the patients, avoid drugs that are not likely to work, and find treatment options that otherwise would not be considered.	A practical approach to aid physician interpretation of clinically actionable predictive biomarker results in a multi-platform tumor profiling service.
54	0	-0.207	24782778	0.7	Worldwide, over 60,000 cancer patients have undergone evidence-based tumor profiling with CMI.	A practical approach to aid physician interpretation of clinically actionable predictive biomarker results in a multi-platform tumor profiling service.
55	0	-0.9717	24782778	0.8	In the cases reported in this article, CMI identified treatments that would not have been routinely used in the respective clinical setting.	A practical approach to aid physician interpretation of clinically actionable predictive biomarker results in a multi-platform tumor profiling service.
56	0	-3.051	24782778	0.9	The clinical outcomes observed help to illustrate the utility of this approach.	A practical approach to aid physician interpretation of clinically actionable predictive biomarker results in a multi-platform tumor profiling service.
57	0	-0.3506	22325357	0	Human epidermal growth factor receptor (HER)2/neu kinase domain mutations are found in approximately 1-4% of lung adenocarcinomas with a similar phenotype to tumors with epidermal growth factor receptor (EGFR) mutations.	Clinical activity of afatinib (BIBW 2992) in patients with lung adenocarcinoma with mutations in the kinase domain of HER2/neu.
58	0	-0.6983	22325357	0.1667	Afatinib is a potent irreversible ErbB family blocker.	Clinical activity of afatinib (BIBW 2992) in patients with lung adenocarcinoma with mutations in the kinase domain of HER2/neu.
59	0	-0.449	22325357	0.3333	We determined the tumor genomic status of the EGFR and HER2 genes in non- or light smokers with lung adenocarcinoma in patients who were entered into an exploratory Phase II study with afatinib.	Clinical activity of afatinib (BIBW 2992) in patients with lung adenocarcinoma with mutations in the kinase domain of HER2/neu.
60	1	0.9253	22325357	0.5	Five patients with a non-smoking history and metastatic lung adenocarcinomas bearing mutations in the kinase domain of HER2 gene were identified, three of which were evaluable for response.	Clinical activity of afatinib (BIBW 2992) in patients with lung adenocarcinoma with mutations in the kinase domain of HER2/neu.
61	1	0.2268	22325357	0.6667	Objective response was observed in all three patients, even after failure of other EGFR- and/or HER2-targeted treatments; the case histories of these patients are described in this report.	Clinical activity of afatinib (BIBW 2992) in patients with lung adenocarcinoma with mutations in the kinase domain of HER2/neu.
62	0	-0.3794	22325357	0.8333	These findings suggest that afatinib is a potential novel treatment option for this subgroup of patients, even when other EGFR and HER2 targeting treatments have failed.	Clinical activity of afatinib (BIBW 2992) in patients with lung adenocarcinoma with mutations in the kinase domain of HER2/neu.
63	0	-3.239	22215748	0	PURPOSE: Chromosomal rearrangements involving the ROS1 receptor tyrosine kinase gene have recently been described in a subset of non-small-cell lung cancers (NSCLCs).	ROS1 rearrangements define a unique molecular class of lung cancers.
64	0	-3.574	22215748	0.07692	Because little is known about these tumors, we examined the clinical characteristics and treatment outcomes of patients with NSCLC with ROS1 rearrangement.	ROS1 rearrangements define a unique molecular class of lung cancers.
65	0	-1.562	22215748	0.1538	PATIENTS AND METHODS: Using a ROS1 fluorescent in situ hybridization (FISH) assay, we screened 1,073 patients with NSCLC and correlated ROS1 rearrangement status with clinical characteristics, overall survival, and when available, ALK rearrangement status.	ROS1 rearrangements define a unique molecular class of lung cancers.
66	0	-0.3833	22215748	0.2308	In vitro studies assessed the responsiveness of cells with ROS1 rearrangement to the tyrosine kinase inhibitor crizotinib.	ROS1 rearrangements define a unique molecular class of lung cancers.
67	1	0.1977	22215748	0.3077	The clinical response of one patient with ROS1-rearranged NSCLC to crizotinib was investigated as part of an expanded phase I cohort.	ROS1 rearrangements define a unique molecular class of lung cancers.
68	0	-0.5776	22215748	0.3846	RESULTS: Of 1,073 tumors screened, 18 (1.7%) were ROS1 rearranged by FISH, and 31 (2.9%) were ALK rearranged.	ROS1 rearrangements define a unique molecular class of lung cancers.
69	0	-1.05	22215748	0.4615	Compared with the ROS1-negative group, patients with ROS1 rearrangements were significantly younger and more likely to be never-smokers (each P < .001).	ROS1 rearrangements define a unique molecular class of lung cancers.
70	0	-0.6398	22215748	0.5385	All of the ROS1-positive tumors were adenocarcinomas, with a tendency toward higher grade.	ROS1 rearrangements define a unique molecular class of lung cancers.
71	0	-0.1587	22215748	0.6154	ROS1-positive and -negative groups showed no difference in overall survival.	ROS1 rearrangements define a unique molecular class of lung cancers.
72	1	1.136	22215748	0.6923	The HCC78 ROS1-rearranged NSCLC cell line and 293 cells transfected with CD74-ROS1 showed evidence of sensitivity to crizotinib.	ROS1 rearrangements define a unique molecular class of lung cancers.
73	1	2.55	22215748	0.7692	The patient treated with crizotinib showed tumor shrinkage, with a near complete response.	ROS1 rearrangements define a unique molecular class of lung cancers.
74	0	-1.07	22215748	0.8462	CONCLUSION: ROS1 rearrangement defines a molecular subset of NSCLC with distinct clinical characteristics that are similar to those observed in patients with ALK-rearranged NSCLC.	ROS1 rearrangements define a unique molecular class of lung cancers.
75	0	-0.2929	22215748	0.9231	Crizotinib shows in vitro activity and early evidence of clinical activity in ROS1-rearranged NSCLC.	ROS1 rearrangements define a unique molecular class of lung cancers.
76	0	-0.4343	23960094	0	The major cytotoxic DNA adduct induced by temozolomide and other methylating agents used in malignant glioma and metastasized melanoma therapy is O(6)-methylguanine (O(6)-MeG).	Contribution of ATM and ATR to the resistance of glioblastoma and malignant melanoma cells to the methylating anticancer drug temozolomide.
77	1	0.9024	23960094	0.1667	This primary DNA damage is converted by mismatch repair into secondary lesions, which block replication and in turn induce DNA double-strand breaks that trigger the DNA damage response (DDR).	Contribution of ATM and ATR to the resistance of glioblastoma and malignant melanoma cells to the methylating anticancer drug temozolomide.
78	0	-1.099	23960094	0.3333	Key upstream players in the DDR are the phosphoinositide 3-kinases ataxia telangiectasia mutated (ATM) and ataxia telangiectasia and Rad3 related (ATR).	Contribution of ATM and ATR to the resistance of glioblastoma and malignant melanoma cells to the methylating anticancer drug temozolomide.
79	0	-1.063	23960094	0.5	Here, we addressed the question of the importance of ATM and ATR in the cell death response following temozolomide.	Contribution of ATM and ATR to the resistance of glioblastoma and malignant melanoma cells to the methylating anticancer drug temozolomide.
80	0	-0.4198	23960094	0.6667	We show that (i) ATM- and ATR-mutated cells are hypersensitive to temozolomide, (ii) O(6)-MeG triggers ATM and ATR activation, (iii) knockdown of ATM and ATR enhances cell kill in gliobalstoma and malignant melanoma cells with a stronger and significant effect in ATR knockdown cells, (iv) ATR, but not ATM, knockdown abolished phosphorylation of H2AX, CHK1, and CHK2 in glioma cells, and (v) temozolomide-induced cell death was more prominently enhanced by pharmacologic inhibition of CHK1 compared with CHK2.	Contribution of ATM and ATR to the resistance of glioblastoma and malignant melanoma cells to the methylating anticancer drug temozolomide.
81	0	-0.8791	23960094	0.8333	The data suggest that ATM and, even better, ATR inhibition is a useful strategy in sensitizing cancer cells to temozolomide and presumably also other anticancer drugs.	Contribution of ATM and ATR to the resistance of glioblastoma and malignant melanoma cells to the methylating anticancer drug temozolomide.
82	0	-0.7469	26341751	0	A proliferative marker, expressed as the percentage of cells in a cell cycle, has been developed and used as a discriminant of more aggressive malignant phenotypes in early breast cancer (BC).	Prognostic value of different cut-off levels of Ki-67 in breast cancer: a systematic review and meta-analysis of 64,196 patients.
83	0	-0.7996	26341751	0.0625	The marker is usually expressed by the immunohistochemical staining of the cell cycle antigen Ki-67.	Prognostic value of different cut-off levels of Ki-67 in breast cancer: a systematic review and meta-analysis of 64,196 patients.
84	0	-1.96	26341751	0.125	It has not, however, yet been definitely evaluated, due to methodological concerns, which specific Ki-67 cut-off provide the strongest prognostic information in resected BC.	Prognostic value of different cut-off levels of Ki-67 in breast cancer: a systematic review and meta-analysis of 64,196 patients.
85	0	-0.7842	26341751	0.1875	We conducted a meta-analysis to explore the prognostic value of different cut-off levels of Ki-67 in terms of overall survival (OS) and disease-free survival (DFS) in early BC.	Prognostic value of different cut-off levels of Ki-67 in breast cancer: a systematic review and meta-analysis of 64,196 patients.
86	0	-2.169	26341751	0.25	The databases of PubMed, the ISI Web of Science, EMBASE, SCOPUS, the Cochrane Central Register of Controlled Trials, and CINHAL were used to identify the relevant literature.	Prognostic value of different cut-off levels of Ki-67 in breast cancer: a systematic review and meta-analysis of 64,196 patients.
87	1	0.1289	26341751	0.3125	Data from studies reporting a hazard ratio (HR) and a 95 % confidence interval (CI) calculated as a multivariate analysis were pooled in a meta-analysis, with metaregression used to test for trends in predefined subgroups.	Prognostic value of different cut-off levels of Ki-67 in breast cancer: a systematic review and meta-analysis of 64,196 patients.
88	0	-1.029	26341751	0.375	All the statistical tests were 2-sided.	Prognostic value of different cut-off levels of Ki-67 in breast cancer: a systematic review and meta-analysis of 64,196 patients.
89	1	0.3465	26341751	0.4375	Forty-one studies encompassing 64,196 BC patients were included in the analysis.	Prognostic value of different cut-off levels of Ki-67 in breast cancer: a systematic review and meta-analysis of 64,196 patients.
90	0	-0.1634	26341751	0.5	Overall, n = 25 studies were available for the OS analysis.	Prognostic value of different cut-off levels of Ki-67 in breast cancer: a systematic review and meta-analysis of 64,196 patients.
91	1	0.4313	26341751	0.5625	The pooled HR for high versus low Ki-67 was 1.57 (95 % CI 1.33-1.87, P < 0.00001).	Prognostic value of different cut-off levels of Ki-67 in breast cancer: a systematic review and meta-analysis of 64,196 patients.
92	0	-0.5933	26341751	0.625	Twenty-nine studies were available for the DFS analysis.	Prognostic value of different cut-off levels of Ki-67 in breast cancer: a systematic review and meta-analysis of 64,196 patients.
93	1	0.4313	26341751	0.6875	The pooled HR for high versus low Ki-67 was 1.50 (95 % CI 1.34-1.69, P < 0.00001).	Prognostic value of different cut-off levels of Ki-67 in breast cancer: a systematic review and meta-analysis of 64,196 patients.
94	1	0.4302	26341751	0.75	When a cut-off of Ki-67 staining >/= 25 % was used, the pooled HR for OS was 2.05 (95 % CI 1.66-2.53, P < 0.00001), which was significantly different to studies where the cut-offs chosen were <25 %.	Prognostic value of different cut-off levels of Ki-67 in breast cancer: a systematic review and meta-analysis of 64,196 patients.
95	1	0.6724	26341751	0.8125	In ER+ tumors, the HR for high versus low Ki-67 was similar and significant (HR = 1.51, 95 % CI 1.25-1.81, P < 0.0001).	Prognostic value of different cut-off levels of Ki-67 in breast cancer: a systematic review and meta-analysis of 64,196 patients.
96	1	0.02539	26341751	0.875	We conclude that Ki-67 has an independent prognostic value in terms of OS in BC patients.	Prognostic value of different cut-off levels of Ki-67 in breast cancer: a systematic review and meta-analysis of 64,196 patients.
97	0	-0.6143	26341751	0.9375	The Ki-67 threshold with the greatest prognostic significance is as yet unknown, but a cut-off >25 % is associated with a greater risk of death compared with lower expression rates.	Prognostic value of different cut-off levels of Ki-67 in breast cancer: a systematic review and meta-analysis of 64,196 patients.
98	0	-0.7021	24112705	0	Resistance to the BRAF inhibitor vemurafenib poses a significant problem for the treatment of BRAFV600E-positive melanomas.	Resistance to vemurafenib resulting from a novel mutation in the BRAFV600E kinase domain.
99	0	-1.505	24112705	0.125	It is therefore critical to prospectively identify all vemurafenib resistance mechanisms prior to their emergence in the clinic.	Resistance to vemurafenib resulting from a novel mutation in the BRAFV600E kinase domain.
100	0	-0.3754	24112705	0.25	The vemurafenib resistance mechanisms described to date do not result from secondary mutations within BRAFV600E.	Resistance to vemurafenib resulting from a novel mutation in the BRAFV600E kinase domain.
101	0	-0.8793	24112705	0.375	To search for possible mutations within BRAFV600E that can confer drug resistance, we developed a systematic experimental approach involving targeted saturation mutagenesis, selection of drug-resistant variants, and deep sequencing.	Resistance to vemurafenib resulting from a novel mutation in the BRAFV600E kinase domain.
102	0	-0.4266	24112705	0.5	We identified a single nucleotide substitution (T1514A, encoding L505H) that greatly increased drug resistance in cultured cells and mouse xenografts.	Resistance to vemurafenib resulting from a novel mutation in the BRAFV600E kinase domain.
103	1	0.5681	24112705	0.625	The kinase activity of BRAFV600E/L505H was higher than that of BRAFV600E, resulting in cross-resistance to a MEK inhibitor.	Resistance to vemurafenib resulting from a novel mutation in the BRAFV600E kinase domain.
104	0	-0.2016	24112705	0.75	However, BRAFV600E/L505H was less resistant to several other BRAF inhibitors whose binding sites were further from L505 than that of PLX4720.	Resistance to vemurafenib resulting from a novel mutation in the BRAFV600E kinase domain.
105	1	0.4236	24112705	0.875	Our results identify a novel vemurafenib-resistant mutant and provide insights into the treatment for melanomas bearing this mutation.	Resistance to vemurafenib resulting from a novel mutation in the BRAFV600E kinase domain.
106	0	-0.301	25698061	0	Fibrolamellar carcinoma is a distinct subtype of hepatocellular carcinoma that predominantly affects young patients without underlying cirrhosis.	DNAJB1-PRKACA is specific for fibrolamellar carcinoma.
107	0	-1.957	25698061	0.09091	A recurrent DNAJB1-PRKACA fusion has recently been reported in fibrolamellar carcinomas.	DNAJB1-PRKACA is specific for fibrolamellar carcinoma.
108	0	-1.796	25698061	0.1818	To determine the specificity of this fusion and to develop routinely available clinical methods of detection, we developed an RT-PCR assay for paraffin-embedded tissues and a FISH probe for detection of the rearrangements of the PRKACA locus.	DNAJB1-PRKACA is specific for fibrolamellar carcinoma.
109	0	-1.22	25698061	0.2727	We also developed an RNA in situ hybridization assay to assess expression levels of the total chimeric transcript and wild-type transcripts.	DNAJB1-PRKACA is specific for fibrolamellar carcinoma.
110	1	0.3676	25698061	0.3636	A total of 106 primary liver tumors were studied by RT-PCR, including 26 fibrolamellar carcinomas (4 of which were metastases to the abdominal wall or lymph nodes), 25 conventional hepatocellular carcinomas, 25 cholangiocarcinomas, 25 hepatic adenomas, and 5 hepatoblastomas.	DNAJB1-PRKACA is specific for fibrolamellar carcinoma.
111	1	1.175	25698061	0.4545	RT-PCR was successful in 92% of tested fibrolamellar carcinoma cases (24/26) and the DNAJB1-PRKACA fusion transcript was found in all fibrolamellar carcinomas but not in other tumor types.	DNAJB1-PRKACA is specific for fibrolamellar carcinoma.
